txn_ref,account_number,direction,amount,currency,counterparty_name,counterparty_account,counterparty_country,channel,jurisdiction,occurred_at
TXN0009676,MT5000031832,DEBIT,13375.27,INR,Hospital Billing,CP1448779019,IN,ATM,IN,2026-07-26T05:30:28Z
TXN0000586,MT5000002088,CREDIT,21262.38,INR,City Power Board,CP1792328392,IN,UPI,IN,2026-07-26T05:32:53Z
TXN0008380,MT5000027579,CREDIT,123198.24,INR,Thakkar Exports,CP2648258884,SG,CHEQUE,SG,2026-07-26T05:37:40Z
TXN0010288,MT5000034012,DEBIT,27404.62,INR,School Fees Trust,CP5105732529,IN,ATM,IN,2026-07-26T05:39:17Z
TXN0010684,MT5000035394,CREDIT,1925.09,USD,Kestrel Exports,CP5047372638,IN,CHEQUE,IN,2026-07-26T06:10:05Z
TXN0011730,MT5000038854,DEBIT,19713.48,INR,BookWorld,CP3096270560,IN,NEFT,IN,2026-07-26T06:10:22Z
TXN0003048,MT5000009835,CREDIT,155902.74,INR,Yeshwant Jewellers,CP4417680720,IN,CHEQUE,IN,2026-07-26T06:21:11Z
TXN0008407,MT5000027597,DEBIT,42307.37,INR,PhoneNet Telecom,CP8740365616,IN,CARD,IN,2026-07-26T06:22:45Z
TXN0005489,MT5000017867,CREDIT,32288.55,INR,City Power Board,CP2981272872,IN,UPI,IN,2026-07-26T06:26:36Z
TXN0004377,MT5000014097,DEBIT,102914.74,INR,Oberai Exports,CP6322966499,SG,RTGS,SG,2026-07-26T06:37:34Z
TXN0009560,MT5000031356,DEBIT,40324.94,INR,Water Board,CP5939544909,IN,IMPS,IN,2026-07-26T06:45:41Z
TXN0003014,MT5000009663,DEBIT,31279.63,INR,RentPay Housing,CP6019806325,IN,ATM,IN,2026-07-26T06:47:39Z
TXN0009452,MT5000030988,DEBIT,14010.98,INR,FuelPoint,CP7639152461,IN,UPI,IN,2026-07-26T06:51:13Z
TXN0011127,MT5000036812,DEBIT,30447.00,INR,Metro Rail Card,CP9263994197,IN,CARD,IN,2026-07-26T07:00:04Z
TXN0006491,MT5000021099,DEBIT,179882.27,INR,Pillaiyar Hardware Mart,CP6578577732,GB,NEFT,GB,2026-07-26T07:02:35Z
TXN0011235,MT5000037029,DEBIT,8241.76,INR,Cloud Kitchen Co,CP3752948533,IN,UPI,IN,2026-07-26T07:10:04Z
TXN0002941,MT5000009446,DEBIT,33441.32,INR,Insure Life Co,CP5631292306,AE,ATM,AE,2026-07-26T07:22:37Z
TXN0011915,MT5000039467,DEBIT,1090.74,USD,Iyengar Pharma Distributors,CP6707417431,IN,NEFT,IN,2026-07-26T07:31:03Z
TXN0004989,MT5000016197,DEBIT,36691.19,INR,Hospital Billing,CP3412836818,IN,CARD,IN,2026-07-26T07:37:38Z
TXN0002734,MT5000008659,DEBIT,18165.19,INR,Cloud Kitchen Co,CP8003341697,SG,UPI,SG,2026-07-26T07:51:21Z
TXN0001205,MT5000004044,DEBIT,22150.84,INR,School Fees Trust,CP2874884099,IN,UPI,IN,2026-07-26T08:06:06Z
TXN0000954,MT5000003423,CREDIT,19068.09,INR,Swiggle Foods,CP2880899340,IN,NEFT,IN,2026-07-26T08:17:53Z
TXN0010755,MT5000035645,DEBIT,4999.07,INR,Water Board,CP8262473543,IN,UPI,IN,2026-07-26T08:25:00Z
TXN0004927,MT5000015968,DEBIT,26754.96,INR,Cinema Plex,CP3849977982,IN,NEFT,IN,2026-07-26T08:40:19Z
TXN0002729,MT5000008659,DEBIT,21738.48,INR,City Power Board,CP1559502902,IN,IMPS,IN,2026-07-26T08:44:31Z
TXN0006792,MT5000022213,DEBIT,16881.32,INR,Water Board,CP4775581841,IN,ATM,IN,2026-07-26T08:49:27Z
TXN0001540,MT5000005389,DEBIT,36121.27,INR,Grocery Mart,CP1187872166,IN,NEFT,IN,2026-07-26T08:55:16Z
TXN0011809,MT5000039103,CREDIT,35616.94,INR,FuelPoint,CP2432563254,AE,ATM,AE,2026-07-26T09:49:36Z
TXN0012310,MT5000040798,DEBIT,27553.43,INR,BookWorld,CP4925735973,IN,IMPS,IN,2026-07-26T09:55:19Z
TXN0002288,MT5000007347,DEBIT,126074.17,INR,Devraj Hardware Mart,CP8645608562,IN,CHEQUE,IN,2026-07-26T09:57:22Z
TXN0004690,MT5000015079,DEBIT,36380.41,INR,RentPay Housing,CP2119731304,IN,NEFT,IN,2026-07-26T10:00:24Z
TXN0009160,MT5000030025,DEBIT,25087.91,INR,Sundaram Auto Parts,CP6362604175,IN,CHEQUE,IN,2026-07-26T10:07:37Z
TXN0000179,MT5000000618,DEBIT,44474.27,INR,School Fees Trust,CP1156706071,IN,CARD,IN,2026-07-26T10:10:37Z
TXN0009361,MT5000030622,DEBIT,39731.00,INR,Metro Rail Card,CP8566068863,IN,IMPS,IN,2026-07-26T10:12:53Z
TXN0010649,MT5000035328,DEBIT,46294.98,INR,Mirchandan Agro Foods,CP4572576538,AE,IMPS,AE,2026-07-26T10:16:44Z
TXN0000041,MT5000000150,CREDIT,80106.53,INR,Ashbury Hardware Mart,CP7139456572,IN,IMPS,IN,2026-07-26T10:18:21Z
TXN0002844,MT5000009025,DEBIT,17525.45,INR,Apollo Pharmacy Store,CP1456197681,IN,ATM,IN,2026-07-26T10:30:24Z
TXN0011631,MT5000038510,DEBIT,10920.04,INR,School Fees Trust,CP9050795848,IN,CARD,IN,2026-07-26T10:40:15Z
TXN0000829,MT5000002744,CREDIT,26078.08,INR,RentPay Housing,CP8159204912,IN,CARD,IN,2026-07-26T10:45:03Z
TXN0005605,MT5000018397,DEBIT,10693.16,INR,Water Board,CP4878752889,IN,NEFT,IN,2026-07-26T10:45:58Z
TXN0003162,MT5000010219,CREDIT,27115.97,INR,Insure Life Co,CP8830461508,IN,NEFT,IN,2026-07-26T11:01:45Z
TXN0012113,MT5000040111,CREDIT,23767.14,INR,Insure Life Co,CP8872830275,IN,CARD,IN,2026-07-26T11:10:02Z
TXN0005471,MT5000017854,DEBIT,1090.87,INR,School Fees Trust,CP8581490861,IN,IMPS,IN,2026-07-26T11:19:36Z
TXN0002757,MT5000008709,DEBIT,39793.86,INR,Hospital Billing,CP7848400752,IN,UPI,IN,2026-07-26T11:25:29Z
TXN0006892,MT5000022592,DEBIT,22804.51,INR,City Power Board,CP1455909483,IN,ATM,IN,2026-07-26T11:53:30Z
TXN0009765,MT5000032087,DEBIT,169696.72,INR,Sethuram Textiles,CP2822116497,IN,RTGS,IN,2026-07-26T12:21:42Z
TXN0009413,MT5000030838,DEBIT,18014.66,INR,School Fees Trust,CP3332679620,US,UPI,US,2026-07-26T12:36:58Z
TXN0011102,MT5000036659,CREDIT,7492.55,INR,Metro Rail Card,CP1029727661,SG,CARD,SG,2026-07-26T12:55:17Z
TXN0000719,MT5000002375,DEBIT,12749.94,INR,FuelPoint,CP2267081065,IN,NEFT,IN,2026-07-26T13:12:12Z
TXN0001126,MT5000003881,CREDIT,58122.75,INR,Rathore Exports,CP5424175216,IN,NEFT,IN,2026-07-26T13:12:35Z
TXN0007584,MT5000024796,DEBIT,39471.50,INR,Grocery Mart,CP4695386153,IN,NEFT,IN,2026-07-26T13:13:33Z
TXN0000070,MT5000000208,DEBIT,116987.54,INR,Sethuram Exports,CP1157771113,IN,RTGS,IN,2026-07-26T13:22:02Z
TXN0005187,MT5000016895,DEBIT,31796.25,INR,PhoneNet Telecom,CP9741002593,IN,UPI,IN,2026-07-26T13:28:58Z
TXN0009208,MT5000030229,DEBIT,23571.07,INR,Metro Rail Card,CP1067004521,IN,NEFT,IN,2026-07-26T13:47:11Z
TXN0004658,MT5000014921,DEBIT,38358.73,INR,BookWorld,CP4877658273,IN,ATM,IN,2026-07-26T13:51:37Z
TXN0000533,MT5000002021,CREDIT,34171.67,INR,Castellan Hardware Mart,CP3740446442,IN,IMPS,IN,2026-07-26T13:57:26Z
TXN0001453,MT5000005101,DEBIT,435.73,USD,City Power Board,CP9369987994,IN,IMPS,IN,2026-07-26T14:13:26Z
TXN0003341,MT5000010799,CREDIT,28084.77,INR,FuelPoint,CP6582150441,GB,IMPS,GB,2026-07-26T14:35:14Z
TXN0006462,MT5000021022,DEBIT,36266.07,INR,Apollo Pharmacy Store,CP7835691965,IN,NEFT,IN,2026-07-26T14:40:01Z
TXN0004819,MT5000015573,DEBIT,10775.70,INR,School Fees Trust,CP1770926081,IN,IMPS,IN,2026-07-26T14:43:17Z
TXN0008921,MT5000029395,CREDIT,45479.19,INR,Sethuram Pharma Distributors,CP9573534992,IN,NEFT,IN,2026-07-26T15:04:25Z
TXN0005839,MT5000019030,DEBIT,23769.34,INR,Apollo Pharmacy Store,CP7849904645,AE,UPI,AE,2026-07-26T15:04:37Z
TXN0012055,MT5000039869,DEBIT,31107.49,INR,Apollo Pharmacy Store,CP5965399949,IN,UPI,IN,2026-07-26T15:22:06Z
TXN0004651,MT5000014896,DEBIT,2835.43,INR,Grocery Mart,CP6186123241,IN,NEFT,IN,2026-07-26T15:22:45Z
TXN0011997,MT5000039772,DEBIT,41960.22,INR,Metro Rail Card,CP3533872103,IN,CARD,IN,2026-07-27T03:00:41Z
TXN0005993,MT5000019587,DEBIT,34357.99,INR,Hospital Billing,CP7602908750,IN,ATM,IN,2026-07-27T03:11:04Z
TXN0007856,MT5000025578,DEBIT,6848.32,INR,Apollo Pharmacy Store,CP7541153455,IN,CARD,IN,2026-07-27T03:11:39Z
TXN0004637,MT5000014894,DEBIT,29292.66,INR,Hospital Billing,CP3355354732,IN,IMPS,IN,2026-07-27T03:13:38Z
TXN0009215,MT5000030245,DEBIT,12270.61,INR,Swiggle Foods,CP9989082153,IN,CARD,IN,2026-07-27T03:14:57Z
TXN0006684,MT5000021733,DEBIT,36098.41,INR,RentPay Housing,CP2649898804,IN,IMPS,IN,2026-07-27T03:33:30Z
TXN0008265,MT5000027258,CREDIT,78723.37,INR,Easwar Infotech,CP6554785294,IN,CHEQUE,IN,2026-07-27T03:37:21Z
TXN0010934,MT5000036136,DEBIT,8404.84,INR,Insure Life Co,CP4875471302,IN,ATM,IN,2026-07-27T03:46:07Z
TXN0003260,MT5000010567,DEBIT,34285.99,INR,Apollo Pharmacy Store,CP7467810631,IN,ATM,IN,2026-07-27T03:47:10Z
TXN0010428,MT5000034783,CREDIT,26837.86,INR,Swiggle Foods,CP3368725824,SG,NEFT,SG,2026-07-27T03:54:47Z
TXN0011907,MT5000039467,CREDIT,1331.95,USD,Jadhavan Jewellers,CP4816402711,IN,CHEQUE,IN,2026-07-27T03:58:16Z
TXN0002824,MT5000009005,DEBIT,15049.96,INR,Metro Rail Card,CP2940781542,IN,UPI,IN,2026-07-27T04:13:22Z
TXN0009534,MT5000031282,CREDIT,67242.90,INR,Narang Auto Parts,CP9512831285,IN,NEFT,IN,2026-07-27T04:54:48Z
TXN0007167,MT5000023171,CREDIT,12929.90,INR,Hospital Billing,CP6844153074,IN,NEFT,IN,2026-07-27T04:58:51Z
TXN0011203,MT5000036966,CREDIT,13764.81,INR,City Power Board,CP3028408585,AE,IMPS,AE,2026-07-27T05:06:06Z
TXN0005535,MT5000018065,DEBIT,27138.90,INR,PhoneNet Telecom,CP9128455831,IN,ATM,IN,2026-07-27T05:06:50Z
TXN0011871,MT5000039340,CREDIT,43617.53,INR,City Power Board,CP1941974969,IN,ATM,IN,2026-07-27T05:14:33Z
TXN0000870,MT5000002944,DEBIT,11906.72,INR,Swiggle Foods,CP7132013731,IN,IMPS,IN,2026-07-27T05:22:11Z
TXN0003922,MT5000012572,CREDIT,36618.99,INR,Metro Rail Card,CP1541604076,US,UPI,US,2026-07-27T05:38:52Z
TXN0003081,MT5000009842,DEBIT,35963.55,INR,BookWorld,CP6059196673,IN,ATM,IN,2026-07-27T05:45:21Z
TXN0004798,MT5000015503,DEBIT,22193.16,INR,School Fees Trust,CP7286331822,IN,ATM,IN,2026-07-27T05:48:52Z
TXN0000917,MT5000003265,CREDIT,13280.92,INR,City Power Board,CP6128488126,IN,UPI,IN,2026-07-27T05:49:57Z
TXN0008706,MT5000028419,CREDIT,433.80,USD,Rathore Traders,CP2697997873,IN,RTGS,IN,2026-07-27T05:55:01Z
TXN0004825,MT5000015573,DEBIT,41595.15,INR,Metro Rail Card,CP5484959284,IN,CARD,IN,2026-07-27T05:59:31Z
TXN0006343,MT5000020857,DEBIT,168767.92,INR,Bhandari Traders,CP7474513170,IN,NEFT,IN,2026-07-27T06:39:54Z
TXN0012237,MT5000040490,DEBIT,4907.31,INR,Water Board,CP1083836642,GB,UPI,GB,2026-07-27T06:43:50Z
TXN0008205,MT5000027004,CREDIT,15151.05,INR,Apollo Pharmacy Store,CP4999246446,IN,UPI,IN,2026-07-27T06:50:24Z
TXN0004453,MT5000014205,DEBIT,12551.94,INR,City Power Board,CP6630109169,IN,IMPS,IN,2026-07-27T07:00:56Z
TXN0005062,MT5000016419,DEBIT,21641.30,INR,Swiggle Foods,CP7562709235,GB,ATM,GB,2026-07-27T07:07:31Z
TXN0009796,MT5000032184,DEBIT,44078.16,INR,Lokesh Logistics,CP8613731121,IN,IMPS,IN,2026-07-27T07:20:38Z
TXN0012073,MT5000039960,CREDIT,27899.47,INR,Cinema Plex,CP2475522993,IN,CARD,IN,2026-07-27T07:34:27Z
TXN0004300,MT5000013862,CREDIT,36476.67,INR,Hospital Billing,CP3100179900,IN,UPI,IN,2026-07-27T07:42:00Z
TXN0003692,MT5000011819,DEBIT,6146.86,INR,Metro Rail Card,CP8955026859,IN,UPI,IN,2026-07-27T07:49:26Z
TXN0011013,MT5000036419,DEBIT,36648.84,INR,Insure Life Co,CP7208911057,IN,UPI,IN,2026-07-27T07:50:55Z
TXN0006224,MT5000020395,CREDIT,178754.45,INR,Pillaiyar Infotech,CP4791786596,IN,CHEQUE,IN,2026-07-27T08:20:49Z
TXN0009179,MT5000030119,DEBIT,40232.64,INR,School Fees Trust,CP6147534441,IN,CARD,IN,2026-07-27T08:28:39Z
TXN0002898,MT5000009200,DEBIT,4426.72,INR,Swiggle Foods,CP5791481057,IN,ATM,IN,2026-07-27T08:33:45Z
TXN0007487,MT5000024412,DEBIT,10791.55,INR,PhoneNet Telecom,CP8270729624,IN,ATM,IN,2026-07-27T08:39:12Z
TXN0011687,MT5000038712,DEBIT,21731.19,INR,Cinema Plex,CP3813679688,IN,UPI,IN,2026-07-27T08:48:02Z
TXN0000254,MT5000000861,DEBIT,131061.34,INR,Kulkarn Infotech,CP2981199619,IN,IMPS,IN,2026-07-27T08:59:26Z
TXN0008322,MT5000027343,DEBIT,2934.52,INR,Grocery Mart,CP8333120471,IN,ATM,IN,2026-07-27T09:01:00Z
TXN0007407,MT5000024020,CREDIT,31112.96,INR,Swiggle Foods,CP4477685022,IN,UPI,IN,2026-07-27T09:03:51Z
TXN0005713,MT5000018670,DEBIT,473.84,USD,Grocery Mart,CP9991026363,IN,UPI,IN,2026-07-27T09:07:20Z
TXN0001098,MT5000003823,DEBIT,48628.41,INR,Ashbury Pharma Distributors,CP7162882993,IN,IMPS,IN,2026-07-27T09:13:55Z
TXN0006282,MT5000020597,CREDIT,61169.28,INR,Ashbury Infotech,CP8360422167,IN,CHEQUE,IN,2026-07-27T09:25:42Z
TXN0009072,MT5000029806,DEBIT,127556.39,INR,Upadhyay Auto Parts,CP3739849782,IN,CHEQUE,IN,2026-07-27T09:27:36Z
TXN0010221,MT5000033837,DEBIT,25322.00,INR,Swiggle Foods,CP2351155906,IN,NEFT,IN,2026-07-27T09:29:39Z
TXN0006838,MT5000022370,DEBIT,8974.81,INR,FuelPoint,CP8454390892,IN,IMPS,IN,2026-07-27T09:29:59Z
TXN0006839,MT5000022370,DEBIT,9585.84,INR,Cinema Plex,CP7417177670,IN,UPI,IN,2026-07-27T09:43:30Z
TXN0007040,MT5000023024,CREDIT,68832.72,INR,Raghunath Exports,CP9949545565,IN,IMPS,IN,2026-07-27T09:44:01Z
TXN0012335,MT5000040846,DEBIT,9799.20,INR,Metro Rail Card,CP8233114529,IN,CARD,IN,2026-07-27T09:52:44Z
TXN0003767,MT5000012031,DEBIT,22149.17,INR,School Fees Trust,CP6112494986,IN,IMPS,IN,2026-07-27T10:02:41Z
TXN0007203,MT5000023295,DEBIT,43221.87,INR,Cloud Kitchen Co,CP3173189545,IN,CARD,IN,2026-07-27T10:05:51Z
TXN0004467,MT5000014294,DEBIT,44832.30,INR,RentPay Housing,CP6516346512,IN,NEFT,IN,2026-07-27T10:09:40Z
TXN0012559,MT5000022329,DEBIT,200000.00,INR,Zoya Venkatesh,CP8467845513,IN,CASH,IN,2026-07-27T10:15:25Z
TXN0003067,MT5000009835,CREDIT,75156.12,INR,Kulkarn Hardware Mart,CP7823283882,IN,CHEQUE,IN,2026-07-27T10:20:03Z
TXN0008589,MT5000028133,CREDIT,115239.49,INR,Quereshi Hardware Mart,CP9116823823,IN,NEFT,IN,2026-07-27T10:30:57Z
TXN0006958,MT5000022740,CREDIT,22917.95,INR,City Power Board,CP3040789905,IN,UPI,IN,2026-07-27T10:53:22Z
TXN0005191,MT5000016916,DEBIT,44465.55,INR,Hospital Billing,CP6821910354,US,IMPS,US,2026-07-27T11:10:45Z
TXN0008776,MT5000028700,DEBIT,21411.67,INR,PhoneNet Telecom,CP5274918184,US,UPI,US,2026-07-27T11:47:31Z
TXN0008110,MT5000026736,DEBIT,12938.09,INR,Swiggle Foods,CP9299968623,IN,IMPS,IN,2026-07-27T12:09:25Z
TXN0000575,MT5000002040,CREDIT,8707.13,INR,Apollo Pharmacy Store,CP3331252563,IN,UPI,IN,2026-07-27T12:17:57Z
TXN0005251,MT5000017130,DEBIT,35705.98,INR,Insure Life Co,CP7136371102,IN,UPI,IN,2026-07-27T12:21:37Z
TXN0008531,MT5000028022,DEBIT,14221.27,INR,Swiggle Foods,CP9656531019,IN,IMPS,IN,2026-07-27T12:27:44Z
TXN0004224,MT5000013517,DEBIT,16037.09,INR,Hospital Billing,CP4245846308,IN,CARD,IN,2026-07-27T12:38:26Z
TXN0000771,MT5000002585,DEBIT,30783.49,INR,Swiggle Foods,CP2053540619,IN,NEFT,IN,2026-07-27T12:47:51Z
TXN0003430,MT5000011079,DEBIT,50216.87,INR,Mirchandan Logistics,CP3180077175,IN,RTGS,IN,2026-07-27T12:54:57Z
TXN0006811,MT5000022273,DEBIT,25931.48,INR,City Power Board,CP9675232918,IN,ATM,IN,2026-07-27T13:21:48Z
TXN0002250,MT5000007266,CREDIT,121028.35,INR,Oberai Exports,CP3442561079,IN,CHEQUE,IN,2026-07-27T13:30:00Z
TXN0010230,MT5000033925,DEBIT,30157.96,INR,Insure Life Co,CP2464458250,IN,IMPS,IN,2026-07-27T13:47:25Z
TXN0010742,MT5000035560,DEBIT,5052.53,INR,Insure Life Co,CP7982492812,IN,IMPS,IN,2026-07-27T13:55:11Z
TXN0010355,MT5000034362,DEBIT,135.56,USD,BookWorld,CP4285331265,IN,ATM,IN,2026-07-27T14:05:38Z
TXN0011624,MT5000038510,DEBIT,18420.30,INR,RentPay Housing,CP1612928754,IN,IMPS,IN,2026-07-27T14:39:54Z
TXN0002447,MT5000007872,CREDIT,15770.72,INR,Cloud Kitchen Co,CP8316501932,IN,IMPS,IN,2026-07-27T14:43:15Z
TXN0006249,MT5000020502,DEBIT,533.00,USD,City Power Board,CP5137003838,IN,UPI,IN,2026-07-27T14:49:24Z
TXN0010197,MT5000033699,DEBIT,41889.81,INR,School Fees Trust,CP9867782508,AE,NEFT,AE,2026-07-27T14:51:43Z
TXN0008522,MT5000028018,CREDIT,6677.60,INR,Hospital Billing,CP5023566735,IN,UPI,IN,2026-07-27T15:02:21Z
TXN0012269,MT5000040631,DEBIT,26586.08,INR,City Power Board,CP6100453248,IN,CARD,IN,2026-07-27T15:05:34Z
TXN0002476,MT5000007973,DEBIT,1273.61,INR,Apollo Pharmacy Store,CP6462194543,IN,UPI,IN,2026-07-27T15:21:22Z
TXN0007528,MT5000024514,DEBIT,4918.27,INR,BookWorld,CP8674577583,AE,CARD,AE,2026-07-27T15:29:43Z
TXN0009763,MT5000032087,CREDIT,134318.51,INR,Raghunath Infotech,CP7556787532,IN,CHEQUE,IN,2026-07-28T02:58:35Z
TXN0012213,MT5000040466,CREDIT,22041.64,INR,BookWorld,CP9921540207,IN,IMPS,IN,2026-07-28T02:59:06Z
TXN0000313,MT5000001041,DEBIT,38187.50,INR,Cloud Kitchen Co,CP7189122676,GB,NEFT,GB,2026-07-28T03:08:30Z
TXN0004861,MT5000015693,DEBIT,18162.79,INR,Hospital Billing,CP6919399863,IN,IMPS,IN,2026-07-28T03:19:26Z
TXN0002733,MT5000008659,DEBIT,4858.39,INR,Water Board,CP1326967312,IN,ATM,IN,2026-07-28T03:25:12Z
TXN0009724,MT5000032021,DEBIT,40520.23,INR,BookWorld,CP6868917059,IN,IMPS,IN,2026-07-28T03:49:48Z
TXN0007883,MT5000025707,DEBIT,6801.95,INR,Cloud Kitchen Co,CP5125527583,IN,NEFT,IN,2026-07-28T04:02:00Z
TXN0003517,MT5000011267,DEBIT,65883.22,INR,Vardhan Auto Parts,CP2025716670,IN,RTGS,IN,2026-07-28T04:02:12Z
TXN0001810,MT5000006206,DEBIT,93644.14,INR,Sundaram Agro Foods,CP8463854628,IN,IMPS,IN,2026-07-28T04:02:57Z
TXN0009406,MT5000030838,DEBIT,18366.95,INR,Cinema Plex,CP2943948934,IN,CARD,IN,2026-07-28T04:29:25Z
TXN0007642,MT5000024910,DEBIT,42347.34,INR,Grocery Mart,CP1912888807,AE,NEFT,AE,2026-07-28T04:30:11Z
TXN0007623,MT5000024820,DEBIT,50291.45,INR,Iyengar Agro Foods,CP4356038642,IN,CHEQUE,IN,2026-07-28T04:59:22Z
TXN0009451,MT5000030988,CREDIT,18272.39,INR,Apollo Pharmacy Store,CP3661920406,IN,UPI,IN,2026-07-28T05:10:16Z
TXN0009003,MT5000029600,CREDIT,78262.59,INR,Devraj Hardware Mart,CP4919794146,IN,IMPS,IN,2026-07-28T05:12:23Z
TXN0002041,MT5000006817,CREDIT,1405.54,INR,Metro Rail Card,CP3233008514,IN,UPI,IN,2026-07-28T05:13:40Z
TXN0003553,MT5000011293,DEBIT,20581.05,INR,Metro Rail Card,CP4597184348,IN,ATM,IN,2026-07-28T05:27:36Z
TXN0012057,MT5000039869,CREDIT,30142.83,INR,City Power Board,CP3742241313,IN,UPI,IN,2026-07-28T05:42:40Z
TXN0010625,MT5000035323,CREDIT,41941.96,INR,Metro Rail Card,CP8957240599,IN,CARD,IN,2026-07-28T06:02:21Z
TXN0002238,MT5000007244,CREDIT,107637.06,INR,Thakkar Traders,CP9015047327,IN,NEFT,IN,2026-07-28T06:04:04Z
TXN0003743,MT5000011921,CREDIT,32925.32,INR,FuelPoint,CP6564891231,AE,ATM,AE,2026-07-28T06:23:24Z
TXN0011391,MT5000037872,DEBIT,19269.47,INR,FuelPoint,CP4980071052,IN,UPI,IN,2026-07-28T06:58:46Z
TXN0012044,MT5000039842,DEBIT,20735.43,INR,Swiggle Foods,CP2622247906,IN,UPI,IN,2026-07-28T07:00:56Z
TXN0009443,MT5000030988,CREDIT,9994.33,INR,Hospital Billing,CP2843218439,IN,NEFT,IN,2026-07-28T07:08:53Z
TXN0003541,MT5000011287,CREDIT,39985.42,INR,City Power Board,CP4824841317,IN,CARD,IN,2026-07-28T07:19:00Z
TXN0009323,MT5000030484,DEBIT,44417.33,INR,School Fees Trust,CP1491373032,IN,ATM,IN,2026-07-28T07:21:12Z
TXN0005974,MT5000019490,DEBIT,6685.53,INR,BookWorld,CP8709293749,AE,ATM,AE,2026-07-28T07:29:51Z
TXN0000350,MT5000001211,DEBIT,28250.31,INR,Insure Life Co,CP4101948739,IN,NEFT,IN,2026-07-28T07:38:38Z
TXN0005994,MT5000019587,CREDIT,9652.94,INR,School Fees Trust,CP1814139905,IN,UPI,IN,2026-07-28T07:49:59Z
TXN0006688,MT5000021733,DEBIT,13004.67,INR,Cinema Plex,CP5090865064,IN,ATM,IN,2026-07-28T07:58:25Z
TXN0006775,MT5000022138,DEBIT,17278.71,INR,City Power Board,CP4572841870,IN,IMPS,IN,2026-07-28T08:42:34Z
TXN0005714,MT5000018670,DEBIT,104.35,USD,City Power Board,CP6947672357,IN,CARD,IN,2026-07-28T09:00:37Z
TXN0001890,MT5000006406,DEBIT,150322.92,INR,Narang Logistics,CP1893380803,IN,NEFT,IN,2026-07-28T09:16:17Z
TXN0011933,MT5000039528,DEBIT,32141.07,INR,Swiggle Foods,CP5227959045,IN,ATM,IN,2026-07-28T09:38:43Z
TXN0007540,MT5000024574,DEBIT,6292.85,INR,Cinema Plex,CP6069009371,GB,CARD,GB,2026-07-28T09:45:58Z
TXN0011941,MT5000039528,DEBIT,44324.47,INR,PhoneNet Telecom,CP3675763290,AE,ATM,AE,2026-07-28T09:49:42Z
TXN0009589,MT5000031432,CREDIT,38894.81,INR,Cinema Plex,CP1999648831,SG,NEFT,SG,2026-07-28T10:34:23Z
TXN0005781,MT5000018877,DEBIT,74356.08,INR,Kestrel Pharma Distributors,CP3940707348,IN,IMPS,IN,2026-07-28T10:37:22Z
TXN0004213,MT5000013449,DEBIT,13975.69,INR,FuelPoint,CP6887244678,IN,CARD,IN,2026-07-28T10:41:15Z
TXN0002634,MT5000008395,CREDIT,138966.77,INR,Upadhyay Traders,CP4293474442,IN,CHEQUE,IN,2026-07-28T10:50:21Z
TXN0011829,MT5000039132,DEBIT,38240.46,INR,Metro Rail Card,CP7046782500,IN,IMPS,IN,2026-07-28T10:51:55Z
TXN0001208,MT5000004044,DEBIT,31561.58,INR,City Power Board,CP7794142030,IN,CARD,IN,2026-07-28T10:54:38Z
TXN0010550,MT5000035100,CREDIT,7712.92,INR,Water Board,CP6217664662,IN,IMPS,IN,2026-07-28T11:08:15Z
TXN0002441,MT5000007872,DEBIT,34658.50,INR,RentPay Housing,CP7741779995,IN,NEFT,IN,2026-07-28T11:18:38Z
TXN0008658,MT5000028374,CREDIT,119464.43,INR,Ganeshan Agro Foods,CP8413170749,IN,NEFT,IN,2026-07-28T11:23:16Z
TXN0011648,MT5000038528,DEBIT,32414.21,INR,City Power Board,CP9392545850,IN,NEFT,IN,2026-07-28T11:23:46Z
TXN0002981,MT5000009610,DEBIT,6796.68,INR,Cloud Kitchen Co,CP9297007717,IN,CARD,IN,2026-07-28T11:25:08Z
TXN0008562,MT5000028089,CREDIT,53063.13,INR,Kestrel Logistics,CP9155693487,IN,NEFT,IN,2026-07-28T11:31:27Z
TXN0004537,MT5000014516,DEBIT,38541.08,INR,School Fees Trust,CP2200052256,IN,IMPS,IN,2026-07-28T11:52:20Z
TXN0010837,MT5000035822,DEBIT,149769.82,INR,Lokesh Agro Foods,CP9261769616,IN,CHEQUE,IN,2026-07-28T11:56:28Z
TXN0005178,MT5000016895,DEBIT,23333.11,INR,PhoneNet Telecom,CP7318210795,IN,ATM,IN,2026-07-28T12:05:42Z
TXN0004836,MT5000015636,DEBIT,40086.62,INR,City Power Board,CP2010689368,IN,UPI,IN,2026-07-28T12:07:02Z
TXN0003063,MT5000009835,DEBIT,88060.58,INR,Kulkarn Exports,CP2763813871,IN,RTGS,IN,2026-07-28T12:12:52Z
TXN0005772,MT5000018866,DEBIT,16173.08,INR,Cloud Kitchen Co,CP6628079280,US,ATM,US,2026-07-28T12:20:55Z
TXN0001206,MT5000004044,DEBIT,24895.64,INR,Cinema Plex,CP8514580698,IN,UPI,IN,2026-07-28T12:26:20Z
TXN0010937,MT5000036136,DEBIT,4288.76,INR,Cinema Plex,CP9263083200,IN,CARD,IN,2026-07-28T12:29:23Z
TXN0011031,MT5000036440,DEBIT,36510.14,INR,FuelPoint,CP3566893168,IN,NEFT,IN,2026-07-28T12:29:31Z
